File Path	chrom://990-75db15j/XVault/Ultimate_3000/1384/EC23_044 - 30.11.23.seq/438.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	XVault
Injection	PLA_67
Injection Number	60
Position	RE11
Comment	
Processing Method	Basic Quantitative
Instrument Method	Jens Method 35
Type	Unknown
Status	Finished
Injection Date	02.12.2023
Injection Time	06:41:20
Injection Volume (µl)	1.000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.004000
Time Max. (min)	35.004000
Data Points	8401
Detector	UV
Generating Data System	Chromeleon 7.2.5.9507
Exporting Data System	Chromeleon 7.2.5.0
Operator	Instrument Controller
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-112.747323
Signal Max.	6.720137
Channel	UV_VIS_1
Driver Name	VWD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.25
Max. Step (s)	0.25
Average Step (s)	0.25

Signal Parameter Information:
Signal Info	WVL:280 nm

Chromatogram Data:
Time (min)	Step (s)	Value (mAU)
0.266500	0.25	-112.066795
0.270667	0.25	-112.071245
0.274833	0.25	-112.062457
0.279000	0.25	-112.065619
0.283167	0.25	-112.063259
0.287333	0.25	-112.066424
0.291500	0.25	-112.075343
0.295667	0.25	-112.068597
0.299833	0.25	-112.077060
0.304000	0.25	-112.070898
0.308167	0.25	-112.067925
0.312333	0.25	-112.078465
0.316500	0.25	-112.073143
0.320667	0.25	-112.067998
0.324833	0.25	-112.072664
0.329000	0.25	-112.077508
0.333167	0.25	-112.067492
0.337333	0.25	-112.066881
0.341500	0.25	-112.070747
0.345667	0.25	-112.075608
0.349833	0.25	-112.072615
0.354000	0.25	-112.067016
0.358167	0.25	-112.069678
0.362333	0.25	-112.075090
0.366500	0.25	-112.070037
0.370667	0.25	-112.071083
0.374833	0.25	-112.078376
0.379000	0.25	-112.074727
0.383167	0.25	-112.071914
0.387333	0.25	-112.074966
0.391500	0.25	-112.080283
0.395667	0.25	-112.075670
0.399833	0.25	-112.082857
0.404000	0.25	-112.077765
0.408167	0.25	-112.076326
0.412333	0.25	-112.073620
0.416500	0.25	-112.062340
0.420667	0.25	-112.074304
0.424833	0.25	-112.076588
0.429000	0.25	-112.076845
0.433167	0.25	-112.067531
0.437333	0.25	-112.076794
0.441500	0.25	-112.068661
0.445667	0.25	-112.072554
0.449833	0.25	-112.069406
0.454000	0.25	-112.072974
0.458167	0.25	-112.069946
0.462333	0.25	-112.076583
0.466500	0.25	-112.075088
0.470667	0.25	-112.074340
0.474833	0.25	-112.069144
0.479000	0.25	-112.062268
0.483167	0.25	-112.067564
0.487333	0.25	-112.059616
0.491500	0.25	-112.065893
0.495667	0.25	-112.062594
0.499833	0.25	-112.061353
0.504000	0.25	-112.068233
0.508167	0.25	-112.069079
0.512333	0.25	-112.073918
0.516500	0.25	-112.070975
0.520667	0.25	-112.067952
0.524833	0.25	-112.063407
0.529000	0.25	-112.059987
0.533167	0.25	-112.071374
0.537333	0.25	-112.066373
0.541500	0.25	-112.055455
0.545667	0.25	-112.064281
0.549833	0.25	-112.067677
0.554000	0.25	-112.062650
0.558167	0.25	-112.067914
0.562333	0.25	-112.071689
0.566500	0.25	-112.064651
0.570667	0.25	-112.068559
0.574833	0.25	-112.064398
0.579000	0.25	-112.063314
0.583167	0.25	-112.050656
0.587333	0.25	-112.050128
0.591500	0.25	-112.060261
0.595667	0.25	-112.058904
0.599833	0.25	-112.048194
0.604000	0.25	-112.038242
0.608167	0.25	-112.032065
0.612333	0.25	-112.028155
0.616500	0.25	-112.015970
0.620667	0.25	-111.986341
0.624833	0.25	-111.941793
0.629000	0.25	-111.878924
0.633167	0.25	-111.775810
0.637333	0.25	-111.624478
0.641500	0.25	-111.349306
0.645667	0.25	-110.901730
0.649833	0.25	-110.217768
0.654000	0.25	-109.234043
0.658167	0.25	-107.995045
0.662333	0.25	-106.591604
0.666500	0.25	-105.132245
0.670667	0.25	-103.763955
0.674833	0.25	-102.575960
0.679000	0.25	-101.644373
0.683167	0.25	-101.014535
0.687333	0.25	-100.661578
0.691500	0.25	-100.574654
0.695667	0.25	-100.730391
0.699833	0.25	-101.084664
0.704000	0.25	-101.545150
0.708167	0.25	-102.053250
0.712333	0.25	-102.553334
0.716500	0.25	-103.038732
0.720667	0.25	-103.497107
0.724833	0.25	-103.943599
0.729000	0.25	-104.380235
0.733167	0.25	-104.791235
0.737333	0.25	-105.200814
0.741500	0.25	-105.614576
0.745667	0.25	-105.994554
0.749833	0.25	-106.374415
0.754000	0.25	-106.726981
0.758167	0.25	-107.060833
0.762333	0.25	-107.366534
0.766500	0.25	-107.650394
0.770667	0.25	-107.889341
0.774833	0.25	-108.109587
0.779000	0.25	-108.293910
0.783167	0.25	-108.438814
0.787333	0.25	-108.562814
0.791500	0.25	-108.658408
0.795667	0.25	-108.750803
0.799833	0.25	-108.838628
0.804000	0.25	-108.901427
0.808167	0.25	-108.961635
0.812333	0.25	-109.041932
0.816500	0.25	-109.125603
0.820667	0.25	-109.235741
0.824833	0.25	-109.347854
0.829000	0.25	-109.491215
0.833167	0.25	-109.634324
0.837333	0.25	-109.779313
0.841500	0.25	-109.934207
0.845667	0.25	-110.083018
0.849833	0.25	-110.229733
0.854000	0.25	-110.371439
0.858167	0.25	-110.494915
0.862333	0.25	-110.618619
0.866500	0.25	-110.729005
0.870667	0.25	-110.830571
0.874833	0.25	-110.904834
0.879000	0.25	-110.963813
0.883167	0.25	-110.987957
0.887333	0.25	-110.970907
0.891500	0.25	-110.922935
0.895667	0.25	-110.849714
0.899833	0.25	-110.754106
0.904000	0.25	-110.670000
0.908167	0.25	-110.605132
0.912333	0.25	-110.577439
0.916500	0.25	-110.618692
0.920667	0.25	-110.696946
0.924833	0.25	-110.804146
0.929000	0.25	-110.930921
0.933167	0.25	-111.066313
0.937333	0.25	-111.184828
0.941500	0.25	-111.293826
0.945667	0.25	-111.385090
0.949833	0.25	-111.449841
0.954000	0.25	-111.507779
0.958167	0.25	-111.559271
0.962333	0.25	-111.575531
0.966500	0.25	-111.568416
0.970667	0.25	-111.483040
0.974833	0.25	-111.251191
0.979000	0.25	-110.795863
0.983167	0.25	-110.075725
0.987333	0.25	-109.074375
0.991500	0.25	-107.846841
0.995667	0.25	-106.508738
0.999833	0.25	-105.194020
1.004000	0.25	-104.020903
1.008167	0.25	-103.109792
1.012333	0.25	-102.510954
1.016500	0.25	-102.247321
1.020667	0.25	-102.295785
1.024833	0.25	-102.619738
1.029000	0.25	-103.143202
1.033167	0.25	-103.809304
1.037333	0.25	-104.554893
1.041500	0.25	-105.326887
1.045667	0.25	-106.090691
1.049833	0.25	-106.776034
1.054000	0.25	-107.385308
1.058167	0.25	-107.878910
1.062333	0.25	-108.280148
1.066500	0.25	-108.605120
1.070667	0.25	-108.835491
1.074833	0.25	-109.024090
1.079000	0.25	-109.178005
1.083167	0.25	-109.318415
1.087333	0.25	-109.453193
1.091500	0.25	-109.584402
1.095667	0.25	-109.737826
1.099833	0.25	-109.899742
1.104000	0.25	-110.046212
1.108167	0.25	-110.210666
1.112333	0.25	-110.359188
1.116500	0.25	-110.509215
1.120667	0.25	-110.655881
1.124833	0.25	-110.777345
1.129000	0.25	-110.888643
1.133167	0.25	-110.980429
1.137333	0.25	-111.061150
1.141500	0.25	-111.118204
1.145667	0.25	-111.154065
1.149833	0.25	-111.176900
1.154000	0.25	-111.188193
1.158167	0.25	-111.195032
1.162333	0.25	-111.205033
1.166500	0.25	-111.218221
1.170667	0.25	-111.233835
1.174833	0.25	-111.257511
1.179000	0.25	-111.285063
1.183167	0.25	-111.315255
1.187333	0.25	-111.354280
1.191500	0.25	-111.382664
1.195667	0.25	-111.409245
1.199833	0.25	-111.446167
1.204000	0.25	-111.452054
1.208167	0.25	-111.463830
1.212333	0.25	-111.479367
1.216500	0.25	-111.481214
1.220667	0.25	-111.474372
1.224833	0.25	-111.463000
1.229000	0.25	-111.451738
1.233167	0.25	-111.446769
1.237333	0.25	-111.434548
1.241500	0.25	-111.416869
1.245667	0.25	-111.399975
1.249833	0.25	-111.371535
1.254000	0.25	-111.320278
1.258167	0.25	-111.235650
1.262333	0.25	-111.093751
1.266500	0.25	-110.885259
1.270667	0.25	-110.595470
1.274833	0.25	-110.250672
1.279000	0.25	-109.858313
1.283167	0.25	-109.449841
1.287333	0.25	-109.039840
1.291500	0.25	-108.691940
1.295667	0.25	-108.416287
1.299833	0.25	-108.221555
1.304000	0.25	-108.103743
1.308167	0.25	-108.084209
1.312333	0.25	-108.145721
1.316500	0.25	-108.277027
1.320667	0.25	-108.463349
1.324833	0.25	-108.692503
1.329000	0.25	-108.943705
1.333167	0.25	-109.209137
1.337333	0.25	-109.473790
1.341500	0.25	-109.744989
1.345667	0.25	-110.000651
1.349833	0.25	-110.235822
1.354000	0.25	-110.454584
1.358167	0.25	-110.651053
1.362333	0.25	-110.819781
1.366500	0.25	-110.967387
1.370667	0.25	-111.094050
1.374833	0.25	-111.203241
1.379000	0.25	-111.274677
1.383167	0.25	-111.326430
1.387333	0.25	-111.370734
1.391500	0.25	-111.400342
1.395667	0.25	-111.428525
1.399833	0.25	-111.441119
1.404000	0.25	-111.455486
1.408167	0.25	-111.470440
1.412333	0.25	-111.490345
1.416500	0.25	-111.508552
1.420667	0.25	-111.529151
1.424833	0.25	-111.550817
1.429000	0.25	-111.568943
1.433167	0.25	-111.599319
1.437333	0.25	-111.609644
1.441500	0.25	-111.630415
1.445667	0.25	-111.638591
1.449833	0.25	-111.658839
1.454000	0.25	-111.671213
1.458167	0.25	-111.683805
1.462333	0.25	-111.696943
1.466500	0.25	-111.709855
1.470667	0.25	-111.719448
1.474833	0.25	-111.732446
1.479000	0.25	-111.742963
1.483167	0.25	-111.751406
1.487333	0.25	-111.767477
1.491500	0.25	-111.776447
1.495667	0.25	-111.789479
1.499833	0.25	-111.788695
1.504000	0.25	-111.807989
1.508167	0.25	-111.812658
1.512333	0.25	-111.817206
1.516500	0.25	-111.819207
1.520667	0.25	-111.832005
1.524833	0.25	-111.830007
1.529000	0.25	-111.826994
1.533167	0.25	-111.823848
1.537333	0.25	-111.822540
1.541500	0.25	-111.829996
1.545667	0.25	-111.815259
1.549833	0.25	-111.811649
1.554000	0.25	-111.808434
1.558167	0.25	-111.808972
1.562333	0.25	-111.808740
1.566500	0.25	-111.810839
1.570667	0.25	-111.817693
1.574833	0.25	-111.822716
1.579000	0.25	-111.827089
1.583167	0.25	-111.836028
1.587333	0.25	-111.828743
1.591500	0.25	-111.833473
1.595667	0.25	-111.825398
1.599833	0.25	-111.816200
1.604000	0.25	-111.797820
1.608167	0.25	-111.767484
1.612333	0.25	-111.693254
1.616500	0.25	-111.575243
1.620667	0.25	-111.332829
1.624833	0.25	-110.886213
1.629000	0.25	-110.066852
1.633167	0.25	-108.647546
1.637333	0.25	-106.324909
1.641500	0.25	-102.785613
1.645667	0.25	-97.767167
1.649833	0.25	-91.048705
1.654000	0.25	-82.639405
1.658167	0.25	-72.653111
1.662333	0.25	-61.425374
1.666500	0.25	-49.451111
1.670667	0.25	-37.314489
1.674833	0.25	-25.678639
1.679000	0.25	-15.176265
1.683167	0.25	-6.350258
1.687333	0.25	0.380506
1.691500	0.25	4.758967
1.695667	0.25	6.720137
1.699833	0.25	6.343373
1.704000	0.25	3.845712
1.708167	0.25	-0.486141
1.712333	0.25	-6.275443
1.716500	0.25	-13.160016
1.720667	0.25	-20.751508
1.724833	0.25	-28.713373
1.729000	0.25	-36.760133
1.733167	0.25	-44.666313
1.737333	0.25	-52.233433
1.741500	0.25	-59.334502
1.745667	0.25	-65.875190
1.749833	0.25	-71.799368
1.754000	0.25	-77.125378
1.758167	0.25	-81.852075
1.762333	0.25	-85.990598
1.766500	0.25	-89.614815
1.770667	0.25	-92.744574
1.774833	0.25	-95.457673
1.779000	0.25	-97.790664
1.783167	0.25	-99.791869
1.787333	0.25	-101.503156
1.791500	0.25	-102.967228
1.795667	0.25	-104.219011
1.799833	0.25	-105.276382
1.804000	0.25	-106.172346
1.808167	0.25	-106.934322
1.812333	0.25	-107.563117
1.816500	0.25	-108.114134
1.820667	0.25	-108.563621
1.824833	0.25	-108.944779
1.829000	0.25	-109.264612
1.833167	0.25	-109.533192
1.837333	0.25	-109.760277
1.841500	0.25	-109.952044
1.845667	0.25	-110.124339
1.849833	0.25	-110.265694
1.854000	0.25	-110.385084
1.858167	0.25	-110.507949
1.862333	0.25	-110.602358
1.866500	0.25	-110.688360
1.870667	0.25	-110.787224
1.874833	0.25	-110.863307
1.879000	0.25	-110.932722
1.883167	0.25	-110.999372
1.887333	0.25	-111.054478
1.891500	0.25	-111.123324
1.895667	0.25	-111.183362
1.899833	0.25	-111.234856
1.904000	0.25	-111.275305
1.908167	0.25	-111.328558
1.912333	0.25	-111.372105
1.916500	0.25	-111.418043
1.920667	0.25	-111.453042
1.924833	0.25	-111.484370
1.929000	0.25	-111.515212
1.933167	0.25	-111.560475
1.937333	0.25	-111.591592
1.941500	0.25	-111.611807
1.945667	0.25	-111.635490
1.949833	0.25	-111.654080
1.954000	0.25	-111.670445
1.958167	0.25	-111.680118
1.962333	0.25	-111.697976
1.966500	0.25	-111.706298
1.970667	0.25	-111.717058
1.974833	0.25	-111.725609
1.979000	0.25	-111.730907
1.983167	0.25	-111.746442
1.987333	0.25	-111.749169
1.991500	0.25	-111.747717
1.995667	0.25	-111.763038
1.999833	0.25	-111.775018
2.004000	0.25	-111.786289
2.008167	0.25	-111.786192
2.012333	0.25	-111.792354
2.016500	0.25	-111.802679
2.020667	0.25	-111.808733
2.024833	0.25	-111.820069
2.029000	0.25	-111.833901
2.033167	0.25	-111.841467
2.037333	0.25	-111.847760
2.041500	0.25	-111.857836
2.045667	0.25	-111.858439
2.049833	0.25	-111.863805
2.054000	0.25	-111.876737
2.058167	0.25	-111.885071
2.062333	0.25	-111.894009
2.066500	0.25	-111.890228
2.070667	0.25	-111.890597
2.074833	0.25	-111.896300
2.079000	0.25	-111.891030
2.083167	0.25	-111.899949
2.087333	0.25	-111.894920
2.091500	0.25	-111.895903
2.095667	0.25	-111.878022
2.099833	0.25	-111.872689
2.104000	0.25	-111.867077
2.108167	0.25	-111.864950
2.112333	0.25	-111.859306
2.116500	0.25	-111.857627
2.120667	0.25	-111.849737
2.124833	0.25	-111.827127
2.129000	0.25	-111.815102
2.133167	0.25	-111.820998
2.137333	0.25	-111.813882
2.141500	0.25	-111.815523
2.145667	0.25	-111.813910
2.149833	0.25	-111.799846
2.154000	0.25	-111.803583
2.158167	0.25	-111.804679
2.162333	0.25	-111.799243
2.166500	0.25	-111.807419
2.170667	0.25	-111.805321
2.174833	0.25	-111.810846
2.179000	0.25	-111.812327
2.183167	0.25	-111.825471
2.187333	0.25	-111.824663
2.191500	0.25	-111.824704
2.195667	0.25	-111.838118
2.199833	0.25	-111.845176
2.204000	0.25	-111.850863
2.208167	0.25	-111.867375
2.212333	0.25	-111.865633
2.216500	0.25	-111.872549
2.220667	0.25	-111.883338
2.224833	0.25	-111.879841
2.229000	0.25	-111.891657
2.233167	0.25	-111.890686
2.237333	0.25	-111.892922
2.241500	0.25	-111.895231
2.245667	0.25	-111.892566
2.249833	0.25	-111.899002
2.254000	0.25	-111.898316
2.258167	0.25	-111.895134
2.262333	0.25	-111.900879
2.266500	0.25	-111.897945
2.270667	0.25	-111.891049
2.274833	0.25	-111.897912
2.279000	0.25	-111.900006
2.283167	0.25	-111.894879
2.287333	0.25	-111.890344
2.291500	0.25	-111.894921
2.295667	0.25	-111.887467
2.299833	0.25	-111.891357
2.304000	0.25	-111.890270
2.308167	0.25	-111.889876
2.312333	0.25	-111.885608
2.316500	0.25	-111.883602
2.320667	0.25	-111.886230
2.324833	0.25	-111.878954
2.329000	0.25	-111.881119
2.333167	0.25	-111.877799
2.337333	0.25	-111.882663
2.341500	0.25	-111.881016
2.345667	0.25	-111.876838
2.349833	0.25	-111.872017
2.354000	0.25	-111.872350
2.358167	0.25	-111.871768
2.362333	0.25	-111.869305
2.366500	0.25	-111.864043
2.370667	0.25	-111.864520
2.374833	0.25	-111.864204
2.379000	0.25	-111.849192
2.383167	0.25	-111.843288
2.387333	0.25	-111.824132
2.391500	0.25	-111.809392
2.395667	0.25	-111.778138
2.399833	0.25	-111.741578
2.404000	0.25	-111.701098
2.408167	0.25	-111.652393
2.412333	0.25	-111.593960
2.416500	0.25	-111.533586
2.420667	0.25	-111.463663
2.424833	0.25	-111.387347
2.429000	0.25	-111.319542
2.433167	0.25	-111.241085
2.437333	0.25	-111.185481
2.441500	0.25	-111.118831
2.445667	0.25	-111.078760
2.449833	0.25	-111.040088
2.454000	0.25	-111.008812
2.458167	0.25	-111.005766
2.462333	0.25	-111.009248
2.466500	0.25	-111.023208
2.470667	0.25	-111.060326
2.474833	0.25	-111.091054
2.479000	0.25	-111.143131
2.483167	0.25	-111.187201
2.487333	0.25	-111.246180
2.491500	0.25	-111.306577
2.495667	0.25	-111.358703
2.499833	0.25	-111.407432
2.504000	0.25	-111.459657
2.508167	0.25	-111.489854
2.512333	0.25	-111.536749
2.516500	0.25	-111.574422
2.520667	0.25	-111.600250
2.524833	0.25	-111.614574
2.529000	0.25	-111.633258
2.533167	0.25	-111.646875
2.537333	0.25	-111.656216
2.541500	0.25	-111.665978
2.545667	0.25	-111.668432
2.549833	0.25	-111.675202
2.554000	0.25	-111.674669
2.558167	0.25	-111.675237
2.562333	0.25	-111.668942
2.566500	0.25	-111.684029
2.570667	0.25	-111.677834
2.574833	0.25	-111.679279
2.579000	0.25	-111.672870
2.583167	0.25	-111.674400
2.587333	0.25	-111.666793
2.591500	0.25	-111.672830
2.595667	0.25	-111.672269
2.599833	0.25	-111.672022
2.604000	0.25	-111.670428
2.608167	0.25	-111.665948
2.612333	0.25	-111.649982
2.616500	0.25	-111.629480
2.620667	0.25	-111.599396
2.624833	0.25	-111.566508
2.629000	0.25	-111.510311
2.633167	0.25	-111.464239
2.637333	0.25	-111.385090
2.641500	0.25	-111.285600
2.645667	0.25	-111.175030
2.649833	0.25	-111.044499
2.654000	0.25	-110.899209
2.658167	0.25	-110.729907
2.662333	0.25	-110.553125
2.666500	0.25	-110.362698
2.670667	0.25	-110.170444
2.674833	0.25	-109.970886
2.679000	0.25	-109.786741
2.683167	0.25	-109.613722
2.687333	0.25	-109.447139
2.691500	0.25	-109.307527
2.695667	0.25	-109.208974
2.699833	0.25	-109.136873
2.704000	0.25	-109.085286
2.708167	0.25	-109.084750
2.712333	0.25	-109.103491
2.716500	0.25	-109.157902
2.720667	0.25	-109.245942
2.724833	0.25	-109.377022
2.729000	0.25	-109.504305
2.733167	0.25	-109.665608
2.737333	0.25	-109.817916
2.741500	0.25	-109.989165
2.745667	0.25	-110.150908
2.749833	0.25	-110.323930
2.754000	0.25	-110.483892
2.758167	0.25	-110.632668
2.762333	0.25	-110.774476
2.766500	0.25	-110.913248
2.770667	0.25	-111.021421
2.774833	0.25	-111.121874
2.779000	0.25	-111.206752
2.783167	0.25	-111.276456
2.787333	0.25	-111.346074
2.791500	0.25	-111.392337
2.795667	0.25	-111.422809
2.799833	0.25	-111.441188
2.804000	0.25	-111.432860
2.808167	0.25	-111.427351
2.812333	0.25	-111.383359
2.816500	0.25	-111.315248
2.820667	0.25	-111.222248
2.824833	0.25	-111.096696
2.829000	0.25	-110.932544
2.833167	0.25	-110.713446
2.837333	0.25	-110.454745
2.841500	0.25	-110.130949
2.845667	0.25	-109.744897
2.849833	0.25	-109.304459
2.854000	0.25	-108.799208
2.858167	0.25	-108.247141
2.862333	0.25	-107.629277
2.866500	0.25	-106.975308
2.870667	0.25	-106.276818
2.874833	0.25	-105.560976
2.879000	0.25	-104.848464
2.883167	0.25	-104.125969
2.887333	0.25	-103.434217
2.891500	0.25	-102.788898
2.895667	0.25	-102.195615
2.899833	0.25	-101.664132
2.904000	0.25	-101.212108
2.908167	0.25	-100.869941
2.912333	0.25	-100.620723
2.916500	0.25	-100.494214
2.920667	0.25	-100.473660
2.924833	0.25	-100.557732
2.929000	0.25	-100.740541
2.933167	0.25	-101.028528
2.937333	0.25	-101.398891
2.941500	0.25	-101.861299
2.945667	0.25	-102.347088
2.949833	0.25	-102.903215
2.954000	0.25	-103.471793
2.958167	0.25	-104.066370
2.962333	0.25	-104.650917
2.966500	0.25	-105.234723
2.970667	0.25	-105.794807
2.974833	0.25	-106.339373
2.979000	0.25	-106.832639
2.983167	0.25	-107.292740
2.987333	0.25	-107.716033
2.991500	0.25	-108.095311
2.995667	0.25	-108.430914
2.999833	0.25	-108.743075
3.004000	0.25	-108.997871
3.008167	0.25	-109.225902
3.012333	0.25	-109.417296
3.016500	0.25	-109.587666
3.020667	0.25	-109.728435
3.024833	0.25	-109.842649
3.029000	0.25	-109.934213
3.033167	0.25	-110.026460
3.037333	0.25	-110.099256
3.041500	0.25	-110.175318
3.045667	0.25	-110.242723
3.049833	0.25	-110.291172
3.054000	0.25	-110.357517
3.058167	0.25	-110.413449
3.062333	0.25	-110.476433
3.066500	0.25	-110.549064
3.070667	0.25	-110.609160
3.074833	0.25	-110.668152
3.079000	0.25	-110.733019
3.083167	0.25	-110.810810
3.087333	0.25	-110.873496
3.091500	0.25	-110.936411
3.095667	0.25	-111.007335
3.099833	0.25	-111.072363
3.104000	0.25	-111.152637
3.108167	0.25	-111.216152
3.112333	0.25	-111.277819
3.116500	0.25	-111.332382
3.120667	0.25	-111.381891
3.124833	0.25	-111.431956
3.129000	0.25	-111.484972
3.133167	0.25	-111.526898
3.137333	0.25	-111.575899
3.141500	0.25	-111.606127
3.145667	0.25	-111.637786
3.149833	0.25	-111.667187
3.154000	0.25	-111.693439
3.158167	0.25	-111.723921
3.162333	0.25	-111.737049
3.166500	0.25	-111.757780
3.170667	0.25	-111.780715
3.174833	0.25	-111.790377
3.179000	0.25	-111.813353
3.183167	0.25	-111.829863
3.187333	0.25	-111.833172
3.191500	0.25	-111.851394
3.195667	0.25	-111.840439
3.199833	0.25	-111.858759
3.204000	0.25	-111.864531
3.208167	0.25	-111.879312
3.212333	0.25	-111.882455
3.216500	0.25	-111.876746
3.220667	0.25	-111.886964
3.224833	0.25	-111.884329
3.229000	0.25	-111.886997
3.233167	0.25	-111.890563
3.237333	0.25	-111.885456
3.241500	0.25	-111.892232
3.245667	0.25	-111.882223
3.249833	0.25	-111.892069
3.254000	0.25	-111.891008
3.258167	0.25	-111.901875
3.262333	0.25	-111.891242
3.266500	0.25	-111.900771
3.270667	0.25	-111.893977
3.274833	0.25	-111.891471
3.279000	0.25	-111.893618
3.283167	0.25	-111.888475
3.287333	0.25	-111.881077
3.291500	0.25	-111.890660
3.295667	0.25	-111.884304
3.299833	0.25	-111.887336
3.304000	0.25	-111.890115
3.308167	0.25	-111.890145
3.312333	0.25	-111.887765
3.316500	0.25	-111.893756
3.320667	0.25	-111.884988
3.324833	0.25	-111.891571
3.329000	0.25	-111.888661
3.333167	0.25	-111.895346
3.337333	0.25	-111.896355
3.341500	0.25	-111.903716
3.345667	0.25	-111.892416
3.349833	0.25	-111.901634
3.354000	0.25	-111.912804
3.358167	0.25	-111.909740
3.362333	0.25	-111.913822
3.366500	0.25	-111.915907
3.370667	0.25	-111.921910
3.374833	0.25	-111.912671
3.379000	0.25	-111.920746
3.383167	0.25	-111.933541
3.387333	0.25	-111.937457
3.391500	0.25	-111.938728
3.395667	0.25	-111.932494
3.399833	0.25	-111.945724
3.404000	0.25	-111.944111
3.408167	0.25	-111.945294
3.412333	0.25	-111.949134
3.416500	0.25	-111.950008
3.420667	0.25	-111.945808
3.424833	0.25	-111.958360
3.429000	0.25	-111.950519
3.433167	0.25	-111.954942
3.437333	0.25	-111.964839
3.441500	0.25	-111.956969
3.445667	0.25	-111.959719
3.449833	0.25	-111.964106
3.454000	0.25	-111.965551
3.458167	0.25	-111.967175
3.462333	0.25	-111.972493
3.466500	0.25	-111.973549
3.470667	0.25	-111.966668
3.474833	0.25	-111.966825
3.479000	0.25	-111.973472
3.483167	0.25	-111.973727
3.487333	0.25	-111.973740
3.491500	0.25	-111.976743
3.495667	0.25	-111.972990
3.499833	0.25	-111.977265
3.504000	0.25	-111.969570
3.508167	0.25	-111.980309
3.512333	0.25	-111.985873
3.516500	0.25	-111.991590
3.520667	0.25	-111.984468
3.524833	0.25	-111.987731
3.529000	0.25	-111.980676
3.533167	0.25	-111.983554
3.537333	0.25	-111.988355
3.541500	0.25	-111.992568
3.545667	0.25	-111.988558
3.549833	0.25	-111.982418
3.554000	0.25	-111.989116
3.558167	0.25	-111.986713
3.562333	0.25	-111.987227
3.566500	0.25	-111.986404
3.570667	0.25	-111.996411
3.574833	0.25	-111.985998
3.579000	0.25	-111.981807
3.583167	0.25	-111.980515
3.587333	0.25	-111.988433
