File Path	chrom://990-75db15j/XVault/Ultimate_3000/1384/EC23_044 - 30.11.23.seq/862.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	XVault
Injection	PLA_44
Injection Number	58
Position	RE8
Comment	
Processing Method	Basic Quantitative
Instrument Method	Jens Method 35
Type	Unknown
Status	Finished
Injection Date	02.12.2023
Injection Time	05:29:24
Injection Volume (µl)	1.000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.004000
Time Max. (min)	35.004000
Data Points	8401
Detector	UV
Generating Data System	Chromeleon 7.2.5.9507
Exporting Data System	Chromeleon 7.2.5.0
Operator	Instrument Controller
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-112.960988
Signal Max.	0.634388
Channel	UV_VIS_1
Driver Name	VWD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.25
Max. Step (s)	0.25
Average Step (s)	0.25

Signal Parameter Information:
Signal Info	WVL:280 nm

Chromatogram Data:
Time (min)	Step (s)	Value (mAU)
1.124833	0.25	-110.658126
1.129000	0.25	-110.807961
1.133167	0.25	-110.943498
1.137333	0.25	-111.063999
1.141500	0.25	-111.158031
1.145667	0.25	-111.252990
1.149833	0.25	-111.318483
1.154000	0.25	-111.358186
1.158167	0.25	-111.398368
1.162333	0.25	-111.432909
1.166500	0.25	-111.451042
1.170667	0.25	-111.479993
1.174833	0.25	-111.490394
1.179000	0.25	-111.506433
1.183167	0.25	-111.534427
1.187333	0.25	-111.565955
1.191500	0.25	-111.598331
1.195667	0.25	-111.629237
1.199833	0.25	-111.654231
1.204000	0.25	-111.674368
1.208167	0.25	-111.690156
1.212333	0.25	-111.706175
1.216500	0.25	-111.710753
1.220667	0.25	-111.715009
1.224833	0.25	-111.706508
1.229000	0.25	-111.694776
1.233167	0.25	-111.678572
1.237333	0.25	-111.649925
1.241500	0.25	-111.650100
1.245667	0.25	-111.634149
1.249833	0.25	-111.616380
1.254000	0.25	-111.584836
1.258167	0.25	-111.550033
1.262333	0.25	-111.477767
1.266500	0.25	-111.353247
1.270667	0.25	-111.166655
1.274833	0.25	-110.894059
1.279000	0.25	-110.537973
1.283167	0.25	-110.130550
1.287333	0.25	-109.671279
1.291500	0.25	-109.198952
1.295667	0.25	-108.765961
1.299833	0.25	-108.395439
1.304000	0.25	-108.139952
1.308167	0.25	-107.965050
1.312333	0.25	-107.898036
1.316500	0.25	-107.933168
1.320667	0.25	-108.047448
1.324833	0.25	-108.238003
1.329000	0.25	-108.478331
1.333167	0.25	-108.745266
1.337333	0.25	-109.033670
1.341500	0.25	-109.337754
1.345667	0.25	-109.643615
1.349833	0.25	-109.929338
1.354000	0.25	-110.181165
1.358167	0.25	-110.435752
1.362333	0.25	-110.653639
1.366500	0.25	-110.850446
1.370667	0.25	-111.020623
1.374833	0.25	-111.160842
1.379000	0.25	-111.279749
1.383167	0.25	-111.379529
1.387333	0.25	-111.444964
1.391500	0.25	-111.494721
1.395667	0.25	-111.539631
1.399833	0.25	-111.575481
1.404000	0.25	-111.599683
1.408167	0.25	-111.618674
1.412333	0.25	-111.634661
1.416500	0.25	-111.649412
1.420667	0.25	-111.680370
1.424833	0.25	-111.700753
1.429000	0.25	-111.728930
1.433167	0.25	-111.758597
1.437333	0.25	-111.769085
1.441500	0.25	-111.794172
1.445667	0.25	-111.799290
1.449833	0.25	-111.827341
1.454000	0.25	-111.841810
1.458167	0.25	-111.858421
1.462333	0.25	-111.872067
1.466500	0.25	-111.876504
1.470667	0.25	-111.878168
1.474833	0.25	-111.888271
1.479000	0.25	-111.894830
1.483167	0.25	-111.907580
1.487333	0.25	-111.925386
1.491500	0.25	-111.934257
1.495667	0.25	-111.936526
1.499833	0.25	-111.948873
1.504000	0.25	-111.951219
1.508167	0.25	-111.966841
1.512333	0.25	-111.968832
1.516500	0.25	-111.974706
1.520667	0.25	-111.974182
1.524833	0.25	-111.976307
1.529000	0.25	-111.983060
1.533167	0.25	-111.982399
1.537333	0.25	-111.991865
1.541500	0.25	-111.973392
1.545667	0.25	-111.975967
1.549833	0.25	-111.965733
1.554000	0.25	-111.972317
1.558167	0.25	-111.963290
1.562333	0.25	-111.967718
1.566500	0.25	-111.965926
1.570667	0.25	-111.955615
1.574833	0.25	-111.963299
1.579000	0.25	-111.969878
1.583167	0.25	-111.979202
1.587333	0.25	-111.988762
1.591500	0.25	-111.995427
1.595667	0.25	-111.998536
1.599833	0.25	-111.988114
1.604000	0.25	-111.994139
1.608167	0.25	-111.996935
1.612333	0.25	-111.987451
1.616500	0.25	-111.956801
1.620667	0.25	-111.912311
1.624833	0.25	-111.812128
1.629000	0.25	-111.620625
1.633167	0.25	-111.264810
1.637333	0.25	-110.627403
1.641500	0.25	-109.493174
1.645667	0.25	-107.622291
1.649833	0.25	-104.698566
1.654000	0.25	-100.469190
1.658167	0.25	-94.704821
1.662333	0.25	-87.346838
1.666500	0.25	-78.414402
1.670667	0.25	-68.186788
1.674833	0.25	-57.038321
1.679000	0.25	-45.511779
1.683167	0.25	-34.203735
1.687333	0.25	-23.751594
1.691500	0.25	-14.726248
1.695667	0.25	-7.553789
1.699833	0.25	-2.550487
1.704000	0.25	0.174825
1.708167	0.25	0.634388
1.712333	0.25	-1.010959
1.716500	0.25	-4.495571
1.720667	0.25	-9.517672
1.724833	0.25	-15.678958
1.729000	0.25	-22.658683
1.733167	0.25	-30.114454
1.737333	0.25	-37.738131
1.741500	0.25	-45.305315
1.745667	0.25	-52.625082
1.749833	0.25	-59.534275
1.754000	0.25	-65.960402
1.758167	0.25	-71.810609
1.762333	0.25	-77.081748
1.766500	0.25	-81.801664
1.770667	0.25	-85.956401
1.774833	0.25	-89.592496
1.779000	0.25	-92.762020
1.783167	0.25	-95.510130
1.787333	0.25	-97.874976
1.791500	0.25	-99.907200
1.795667	0.25	-101.640760
1.799833	0.25	-103.134009
1.804000	0.25	-104.388681
1.808167	0.25	-105.463049
1.812333	0.25	-106.370907
1.816500	0.25	-107.134630
1.820667	0.25	-107.777201
1.824833	0.25	-108.323528
1.829000	0.25	-108.770525
1.833167	0.25	-109.163158
1.837333	0.25	-109.472176
1.841500	0.25	-109.758787
1.845667	0.25	-109.972679
1.849833	0.25	-110.164594
1.854000	0.25	-110.332896
1.858167	0.25	-110.475119
1.862333	0.25	-110.599856
1.866500	0.25	-110.714195
1.870667	0.25	-110.814695
1.874833	0.25	-110.911272
1.879000	0.25	-110.986786
1.883167	0.25	-111.069176
1.887333	0.25	-111.132464
1.891500	0.25	-111.199930
1.895667	0.25	-111.263276
1.899833	0.25	-111.324749
1.904000	0.25	-111.376994
1.908167	0.25	-111.424387
1.912333	0.25	-111.469658
1.916500	0.25	-111.518920
1.920667	0.25	-111.558406
1.924833	0.25	-111.598629
1.929000	0.25	-111.636250
1.933167	0.25	-111.673477
1.937333	0.25	-111.708050
1.941500	0.25	-111.734115
1.945667	0.25	-111.768010
1.949833	0.25	-111.797996
1.954000	0.25	-111.814534
1.958167	0.25	-111.826895
1.962333	0.25	-111.850592
1.966500	0.25	-111.860735
1.970667	0.25	-111.877018
1.974833	0.25	-111.886490
1.979000	0.25	-111.901927
1.983167	0.25	-111.916999
1.987333	0.25	-111.926840
1.991500	0.25	-111.926484
1.995667	0.25	-111.945745
1.999833	0.25	-111.943556
2.004000	0.25	-111.946980
2.008167	0.25	-111.964945
2.012333	0.25	-111.962928
2.016500	0.25	-111.969906
2.020667	0.25	-111.974133
2.024833	0.25	-111.994819
2.029000	0.25	-111.992017
2.033167	0.25	-111.994254
2.037333	0.25	-112.005222
2.041500	0.25	-112.015321
2.045667	0.25	-112.018528
2.049833	0.25	-112.027278
2.054000	0.25	-112.027601
2.058167	0.25	-112.034430
2.062333	0.25	-112.041710
2.066500	0.25	-112.044705
2.070667	0.25	-112.051704
2.074833	0.25	-112.047161
2.079000	0.25	-112.053034
2.083167	0.25	-112.047602
2.087333	0.25	-112.050727
2.091500	0.25	-112.061454
2.095667	0.25	-112.061661
2.099833	0.25	-112.051128
2.104000	0.25	-112.049678
2.108167	0.25	-112.055684
2.112333	0.25	-112.051604
2.116500	0.25	-112.047161
2.120667	0.25	-112.038216
2.124833	0.25	-112.028023
2.129000	0.25	-112.020677
2.133167	0.25	-112.016795
2.137333	0.25	-112.008401
2.141500	0.25	-112.008071
2.145667	0.25	-112.006926
2.149833	0.25	-111.995763
2.154000	0.25	-111.987796
2.158167	0.25	-111.988724
2.162333	0.25	-111.989184
2.166500	0.25	-111.981100
2.170667	0.25	-111.982233
2.174833	0.25	-111.991362
2.179000	0.25	-111.984061
2.183167	0.25	-111.988630
2.187333	0.25	-111.992630
2.191500	0.25	-111.993763
2.195667	0.25	-111.996545
2.199833	0.25	-112.005432
2.204000	0.25	-112.015104
2.208167	0.25	-112.011155
2.212333	0.25	-112.030398
2.216500	0.25	-112.033022
2.220667	0.25	-112.043289
2.224833	0.25	-112.033239
2.229000	0.25	-112.040321
2.233167	0.25	-112.052740
2.237333	0.25	-112.060075
2.241500	0.25	-112.052974
2.245667	0.25	-112.065707
2.249833	0.25	-112.069672
2.254000	0.25	-112.069117
2.258167	0.25	-112.067831
2.262333	0.25	-112.068555
2.266500	0.25	-112.071190
2.270667	0.25	-112.058665
2.274833	0.25	-112.049646
2.279000	0.25	-112.061480
2.283167	0.25	-112.065883
2.287333	0.25	-112.062463
2.291500	0.25	-112.058437
2.295667	0.25	-112.064420
2.299833	0.25	-112.048750
2.304000	0.25	-112.055657
2.308167	0.25	-112.059748
2.312333	0.25	-112.052322
2.316500	0.25	-112.052013
2.320667	0.25	-112.049503
2.324833	0.25	-112.051796
2.329000	0.25	-112.053602
2.333167	0.25	-112.057953
2.337333	0.25	-112.046834
2.341500	0.25	-112.051496
2.345667	0.25	-112.053126
2.349833	0.25	-112.049878
2.354000	0.25	-112.048118
2.358167	0.25	-112.052418
2.362333	0.25	-112.058164
2.366500	0.25	-112.042079
2.370667	0.25	-112.037659
2.374833	0.25	-112.040541
2.379000	0.25	-112.041425
2.383167	0.25	-112.034722
2.387333	0.25	-112.026709
2.391500	0.25	-112.015959
2.395667	0.25	-112.004604
2.399833	0.25	-111.995174
2.404000	0.25	-111.974167
2.408167	0.25	-111.949392
2.412333	0.25	-111.910687
2.416500	0.25	-111.871378
2.420667	0.25	-111.832625
2.424833	0.25	-111.761545
2.429000	0.25	-111.699240
2.433167	0.25	-111.629825
2.437333	0.25	-111.564097
2.441500	0.25	-111.486154
2.445667	0.25	-111.410746
2.449833	0.25	-111.343344
2.454000	0.25	-111.282652
2.458167	0.25	-111.232656
2.462333	0.25	-111.196337
2.466500	0.25	-111.169652
2.470667	0.25	-111.159022
2.474833	0.25	-111.173074
2.479000	0.25	-111.186019
2.483167	0.25	-111.210171
2.487333	0.25	-111.259300
2.491500	0.25	-111.301556
2.495667	0.25	-111.362790
2.499833	0.25	-111.417719
2.504000	0.25	-111.474672
2.508167	0.25	-111.527500
2.512333	0.25	-111.576888
2.516500	0.25	-111.631325
2.520667	0.25	-111.677529
2.524833	0.25	-111.717414
2.529000	0.25	-111.739663
2.533167	0.25	-111.781480
2.537333	0.25	-111.794798
2.541500	0.25	-111.822623
2.545667	0.25	-111.834779
2.549833	0.25	-111.854373
2.554000	0.25	-111.871392
2.558167	0.25	-111.886349
2.562333	0.25	-111.877072
2.566500	0.25	-111.873966
2.570667	0.25	-111.881732
2.574833	0.25	-111.880151
2.579000	0.25	-111.868323
2.583167	0.25	-111.871514
2.587333	0.25	-111.860181
2.591500	0.25	-111.864570
2.595667	0.25	-111.849008
2.599833	0.25	-111.846452
2.604000	0.25	-111.843663
2.608167	0.25	-111.835668
2.612333	0.25	-111.821117
2.616500	0.25	-111.811995
2.620667	0.25	-111.803506
2.624833	0.25	-111.787986
2.629000	0.25	-111.775052
2.633167	0.25	-111.746572
2.637333	0.25	-111.709747
2.641500	0.25	-111.668317
2.645667	0.25	-111.609860
2.649833	0.25	-111.541923
2.654000	0.25	-111.451602
2.658167	0.25	-111.349965
2.662333	0.25	-111.228562
2.666500	0.25	-111.095206
2.670667	0.25	-110.942259
2.674833	0.25	-110.773909
2.679000	0.25	-110.615362
2.683167	0.25	-110.448107
2.687333	0.25	-110.275670
2.691500	0.25	-110.104350
2.695667	0.25	-109.947943
2.699833	0.25	-109.802451
2.704000	0.25	-109.700615
2.708167	0.25	-109.608556
2.712333	0.25	-109.543200
2.716500	0.25	-109.524929
2.720667	0.25	-109.530312
2.724833	0.25	-109.569229
2.729000	0.25	-109.634905
2.733167	0.25	-109.724844
2.737333	0.25	-109.837011
2.741500	0.25	-109.963703
2.745667	0.25	-110.116631
2.749833	0.25	-110.264787
2.754000	0.25	-110.411505
2.758167	0.25	-110.554525
2.762333	0.25	-110.705429
2.766500	0.25	-110.850024
2.770667	0.25	-110.978079
2.774833	0.25	-111.085828
2.779000	0.25	-111.199806
2.783167	0.25	-111.309525
2.787333	0.25	-111.392201
2.791500	0.25	-111.459038
2.795667	0.25	-111.518662
2.799833	0.25	-111.560053
2.804000	0.25	-111.590789
2.808167	0.25	-111.616990
2.812333	0.25	-111.614707
2.816500	0.25	-111.594724
2.820667	0.25	-111.561348
2.824833	0.25	-111.503571
2.829000	0.25	-111.416579
2.833167	0.25	-111.294933
2.837333	0.25	-111.134105
2.841500	0.25	-110.933736
2.845667	0.25	-110.672747
2.849833	0.25	-110.362252
2.854000	0.25	-109.992006
2.858167	0.25	-109.558414
2.862333	0.25	-109.052644
2.866500	0.25	-108.482286
2.870667	0.25	-107.871401
2.874833	0.25	-107.182228
2.879000	0.25	-106.460945
2.883167	0.25	-105.712288
2.887333	0.25	-104.942182
2.891500	0.25	-104.186584
2.895667	0.25	-103.435631
2.899833	0.25	-102.719124
2.904000	0.25	-102.053611
2.908167	0.25	-101.462754
2.912333	0.25	-100.961990
2.916500	0.25	-100.568672
2.920667	0.25	-100.265498
2.924833	0.25	-100.088694
2.929000	0.25	-100.024920
2.933167	0.25	-100.095833
2.937333	0.25	-100.262801
2.941500	0.25	-100.532446
2.945667	0.25	-100.909284
2.949833	0.25	-101.354088
2.954000	0.25	-101.884587
2.958167	0.25	-102.449646
2.962333	0.25	-103.056190
2.966500	0.25	-103.679873
2.970667	0.25	-104.306635
2.974833	0.25	-104.927932
2.979000	0.25	-105.526029
2.983167	0.25	-106.105755
2.987333	0.25	-106.656540
2.991500	0.25	-107.163064
2.995667	0.25	-107.629456
2.999833	0.25	-108.044626
3.004000	0.25	-108.420131
3.008167	0.25	-108.752730
3.012333	0.25	-109.048883
3.016500	0.25	-109.301614
3.020667	0.25	-109.520486
3.024833	0.25	-109.713360
3.029000	0.25	-109.867594
3.033167	0.25	-109.999426
3.037333	0.25	-110.111614
3.041500	0.25	-110.207875
3.045667	0.25	-110.292901
3.049833	0.25	-110.373653
3.054000	0.25	-110.447092
3.058167	0.25	-110.515781
3.062333	0.25	-110.570680
3.066500	0.25	-110.630273
3.070667	0.25	-110.696525
3.074833	0.25	-110.760493
3.079000	0.25	-110.814518
3.083167	0.25	-110.877617
3.087333	0.25	-110.955483
3.091500	0.25	-111.010364
3.095667	0.25	-111.074913
3.099833	0.25	-111.142505
3.104000	0.25	-111.203422
3.108167	0.25	-111.275373
3.112333	0.25	-111.327960
3.116500	0.25	-111.392326
3.120667	0.25	-111.462136
3.124833	0.25	-111.509989
3.129000	0.25	-111.563254
3.133167	0.25	-111.606447
3.137333	0.25	-111.649891
3.141500	0.25	-111.688298
3.145667	0.25	-111.732329
3.149833	0.25	-111.770392
3.154000	0.25	-111.800960
3.158167	0.25	-111.833353
3.162333	0.25	-111.864319
3.166500	0.25	-111.888208
3.170667	0.25	-111.903970
3.174833	0.25	-111.914103
3.179000	0.25	-111.938753
3.183167	0.25	-111.950836
3.187333	0.25	-111.965661
3.191500	0.25	-111.978089
3.195667	0.25	-111.979233
3.199833	0.25	-111.991387
3.204000	0.25	-112.002329
3.208167	0.25	-112.009504
3.212333	0.25	-112.013705
3.216500	0.25	-112.029041
3.220667	0.25	-112.025791
3.224833	0.25	-112.032549
3.229000	0.25	-112.033542
3.233167	0.25	-112.031468
3.237333	0.25	-112.033172
3.241500	0.25	-112.037861
3.245667	0.25	-112.044342
3.249833	0.25	-112.037410
3.254000	0.25	-112.038934
3.258167	0.25	-112.037391
3.262333	0.25	-112.042187
3.266500	0.25	-112.045293
3.270667	0.25	-112.048409
3.274833	0.25	-112.039637
3.279000	0.25	-112.040249
3.283167	0.25	-112.041950
3.287333	0.25	-112.044670
3.291500	0.25	-112.046972
3.295667	0.25	-112.047590
3.299833	0.25	-112.047108
3.304000	0.25	-112.041544
3.308167	0.25	-112.044588
3.312333	0.25	-112.048571
3.316500	0.25	-112.041676
3.320667	0.25	-112.036707
3.324833	0.25	-112.049709
3.329000	0.25	-112.048178
3.333167	0.25	-112.050847
3.337333	0.25	-112.045305
3.341500	0.25	-112.059633
3.345667	0.25	-112.055591
3.349833	0.25	-112.070647
3.354000	0.25	-112.062629
3.358167	0.25	-112.057734
3.362333	0.25	-112.065354
3.366500	0.25	-112.069635
3.370667	0.25	-112.066686
3.374833	0.25	-112.067797
3.379000	0.25	-112.078160
3.383167	0.25	-112.088489
3.387333	0.25	-112.093349
3.391500	0.25	-112.092913
3.395667	0.25	-112.095216
3.399833	0.25	-112.089808
3.404000	0.25	-112.093521
3.408167	0.25	-112.100122
3.412333	0.25	-112.101770
3.416500	0.25	-112.102498
3.420667	0.25	-112.107881
3.424833	0.25	-112.109113
3.429000	0.25	-112.113424
3.433167	0.25	-112.109607
3.437333	0.25	-112.109376
3.441500	0.25	-112.120422
3.445667	0.25	-112.118696
3.449833	0.25	-112.114606
3.454000	0.25	-112.112343
3.458167	0.25	-112.127503
3.462333	0.25	-112.135144
3.466500	0.25	-112.135674
3.470667	0.25	-112.129192
3.474833	0.25	-112.127898
3.479000	0.25	-112.126260
3.483167	0.25	-112.135039
3.487333	0.25	-112.134476
3.491500	0.25	-112.133798
3.495667	0.25	-112.137947
3.499833	0.25	-112.137220
3.504000	0.25	-112.136665
3.508167	0.25	-112.135394
3.512333	0.25	-112.141848
3.516500	0.25	-112.142437
3.520667	0.25	-112.143404
3.524833	0.25	-112.146365
3.529000	0.25	-112.133932
3.533167	0.25	-112.137357
3.537333	0.25	-112.140557
3.541500	0.25	-112.144239
3.545667	0.25	-112.142011
3.549833	0.25	-112.147905
3.554000	0.25	-112.147924
3.558167	0.25	-112.145578
3.562333	0.25	-112.156837
3.566500	0.25	-112.150261
3.570667	0.25	-112.146571
3.574833	0.25	-112.150384
3.579000	0.25	-112.155332
3.583167	0.25	-112.149720
3.587333	0.25	-112.152524
