File Path	chrom://990-75db15j/XVault/Ultimate_3000/1384/EC23_044 - 30.11.23.seq/952.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	XVault
Injection	PLA_58
Injection Number	64
Position	RF3
Comment	
Processing Method	Basic Quantitative
Instrument Method	Jens Method 35
Type	Unknown
Status	Finished
Injection Date	02.12.2023
Injection Time	09:05:29
Injection Volume (µl)	1.000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.004000
Time Max. (min)	35.004000
Data Points	8401
Detector	UV
Generating Data System	Chromeleon 7.2.5.9507
Exporting Data System	Chromeleon 7.2.5.0
Operator	Instrument Controller
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-112.400595
Signal Max.	35.387034
Channel	UV_VIS_1
Driver Name	VWD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.25
Max. Step (s)	0.25
Average Step (s)	0.25

Signal Parameter Information:
Signal Info	WVL:280 nm

Chromatogram Data:
Time (min)	Step (s)	Value (mAU)
1.804000	0.25	-105.826145
1.808167	0.25	-106.542923
1.812333	0.25	-107.146094
1.816500	0.25	-107.667470
1.820667	0.25	-108.098077
1.824833	0.25	-108.463172
1.829000	0.25	-108.773212
1.833167	0.25	-109.042219
1.837333	0.25	-109.266690
1.841500	0.25	-109.468127
1.845667	0.25	-109.633387
1.849833	0.25	-109.778327
1.854000	0.25	-109.914113
1.858167	0.25	-110.030833
1.862333	0.25	-110.144391
1.866500	0.25	-110.243091
1.870667	0.25	-110.328413
1.874833	0.25	-110.416026
1.879000	0.25	-110.492926
1.883167	0.25	-110.574604
1.887333	0.25	-110.647766
1.891500	0.25	-110.709779
1.895667	0.25	-110.773108
1.899833	0.25	-110.834980
1.904000	0.25	-110.885917
1.908167	0.25	-110.940679
1.912333	0.25	-110.994442
1.916500	0.25	-111.037874
1.920667	0.25	-111.079143
1.924833	0.25	-111.125465
1.929000	0.25	-111.158635
1.933167	0.25	-111.194456
1.937333	0.25	-111.215187
1.941500	0.25	-111.241704
1.945667	0.25	-111.279441
1.949833	0.25	-111.298979
1.954000	0.25	-111.313711
1.958167	0.25	-111.338516
1.962333	0.25	-111.353249
1.966500	0.25	-111.364531
1.970667	0.25	-111.370159
1.974833	0.25	-111.388251
1.979000	0.25	-111.395916
1.983167	0.25	-111.410248
1.987333	0.25	-111.415035
1.991500	0.25	-111.425711
1.995667	0.25	-111.439561
1.999833	0.25	-111.454727
2.004000	0.25	-111.455232
2.008167	0.25	-111.462196
2.012333	0.25	-111.472812
2.016500	0.25	-111.481512
2.020667	0.25	-111.492295
2.024833	0.25	-111.499062
2.029000	0.25	-111.508557
2.033167	0.25	-111.517260
2.037333	0.25	-111.531758
2.041500	0.25	-111.533898
2.045667	0.25	-111.540701
2.049833	0.25	-111.539312
2.054000	0.25	-111.543233
2.058167	0.25	-111.544928
2.062333	0.25	-111.546267
2.066500	0.25	-111.550300
2.070667	0.25	-111.550351
2.074833	0.25	-111.552643
2.079000	0.25	-111.555689
2.083167	0.25	-111.544656
2.087333	0.25	-111.540088
2.091500	0.25	-111.533519
2.095667	0.25	-111.520262
2.099833	0.25	-111.509266
2.104000	0.25	-111.509871
2.108167	0.25	-111.493677
2.112333	0.25	-111.490250
2.116500	0.25	-111.477640
2.120667	0.25	-111.474341
2.124833	0.25	-111.468619
2.129000	0.25	-111.462782
2.133167	0.25	-111.451594
2.137333	0.25	-111.447276
2.141500	0.25	-111.444598
2.145667	0.25	-111.459804
2.149833	0.25	-111.437571
2.154000	0.25	-111.431715
2.158167	0.25	-111.445473
2.162333	0.25	-111.457291
2.166500	0.25	-111.457384
2.170667	0.25	-111.467616
2.174833	0.25	-111.472242
2.179000	0.25	-111.469176
2.183167	0.25	-111.492310
2.187333	0.25	-111.494600
2.191500	0.25	-111.500357
2.195667	0.25	-111.508204
2.199833	0.25	-111.530318
2.204000	0.25	-111.531496
2.208167	0.25	-111.529620
2.212333	0.25	-111.545534
2.216500	0.25	-111.545145
2.220667	0.25	-111.555589
2.224833	0.25	-111.546965
2.229000	0.25	-111.554290
2.233167	0.25	-111.556940
2.237333	0.25	-111.565352
2.241500	0.25	-111.571591
2.245667	0.25	-111.562911
2.249833	0.25	-111.557113
2.254000	0.25	-111.565158
2.258167	0.25	-111.561807
2.262333	0.25	-111.564123
2.266500	0.25	-111.567726
2.270667	0.25	-111.559124
2.274833	0.25	-111.561442
2.279000	0.25	-111.576420
2.283167	0.25	-111.566631
2.287333	0.25	-111.556842
2.291500	0.25	-111.555744
2.295667	0.25	-111.555680
2.299833	0.25	-111.560788
2.304000	0.25	-111.558797
2.308167	0.25	-111.553176
2.312333	0.25	-111.552419
2.316500	0.25	-111.556664
2.320667	0.25	-111.542762
2.324833	0.25	-111.539997
2.329000	0.25	-111.537163
2.333167	0.25	-111.536076
2.337333	0.25	-111.535145
2.341500	0.25	-111.538794
2.345667	0.25	-111.538160
2.349833	0.25	-111.538093
2.354000	0.25	-111.543388
2.358167	0.25	-111.524818
2.362333	0.25	-111.529923
2.366500	0.25	-111.529442
2.370667	0.25	-111.510368
2.374833	0.25	-111.505642
2.379000	0.25	-111.489007
2.383167	0.25	-111.472815
2.387333	0.25	-111.452720
2.391500	0.25	-111.418972
2.395667	0.25	-111.368034
2.399833	0.25	-111.328082
2.404000	0.25	-111.284412
2.408167	0.25	-111.217900
2.412333	0.25	-111.145930
2.416500	0.25	-111.071044
2.420667	0.25	-111.005257
2.424833	0.25	-110.941800
2.429000	0.25	-110.883481
2.433167	0.25	-110.816904
2.437333	0.25	-110.778795
2.441500	0.25	-110.735679
2.445667	0.25	-110.727364
2.449833	0.25	-110.719317
2.454000	0.25	-110.726462
2.458167	0.25	-110.734945
2.462333	0.25	-110.763325
2.466500	0.25	-110.798833
2.470667	0.25	-110.834931
2.474833	0.25	-110.886114
2.479000	0.25	-110.942697
2.483167	0.25	-111.001831
2.487333	0.25	-111.051114
2.491500	0.25	-111.107637
2.495667	0.25	-111.141976
2.499833	0.25	-111.184534
2.504000	0.25	-111.223150
2.508167	0.25	-111.253621
2.512333	0.25	-111.290961
2.516500	0.25	-111.308780
2.520667	0.25	-111.327034
2.524833	0.25	-111.335823
2.529000	0.25	-111.339315
2.533167	0.25	-111.359938
2.537333	0.25	-111.361417
2.541500	0.25	-111.355007
2.545667	0.25	-111.356820
2.549833	0.25	-111.357985
2.554000	0.25	-111.360898
2.558167	0.25	-111.366799
2.562333	0.25	-111.367256
2.566500	0.25	-111.354031
2.570667	0.25	-111.354454
2.574833	0.25	-111.350966
2.579000	0.25	-111.356529
2.583167	0.25	-111.354950
2.587333	0.25	-111.346439
2.591500	0.25	-111.344247
2.595667	0.25	-111.340183
2.599833	0.25	-111.336755
2.604000	0.25	-111.328330
2.608167	0.25	-111.306880
2.612333	0.25	-111.281506
2.616500	0.25	-111.250911
2.620667	0.25	-111.203346
2.624833	0.25	-111.154122
2.629000	0.25	-111.066140
2.633167	0.25	-110.986792
2.637333	0.25	-110.875774
2.641500	0.25	-110.756339
2.645667	0.25	-110.603233
2.649833	0.25	-110.451874
2.654000	0.25	-110.281574
2.658167	0.25	-110.092904
2.662333	0.25	-109.910900
2.666500	0.25	-109.730216
2.670667	0.25	-109.549471
2.674833	0.25	-109.378899
2.679000	0.25	-109.230805
2.683167	0.25	-109.097849
2.687333	0.25	-108.988167
2.691500	0.25	-108.920701
2.695667	0.25	-108.870885
2.699833	0.25	-108.860558
2.704000	0.25	-108.886513
2.708167	0.25	-108.945672
2.712333	0.25	-109.028365
2.716500	0.25	-109.142554
2.720667	0.25	-109.270256
2.724833	0.25	-109.421875
2.729000	0.25	-109.575496
2.733167	0.25	-109.732512
2.737333	0.25	-109.889993
2.741500	0.25	-110.057843
2.745667	0.25	-110.207482
2.749833	0.25	-110.353050
2.754000	0.25	-110.487154
2.758167	0.25	-110.619130
2.762333	0.25	-110.723461
2.766500	0.25	-110.818525
2.770667	0.25	-110.904748
2.774833	0.25	-110.970039
2.779000	0.25	-111.037247
2.783167	0.25	-111.069881
2.787333	0.25	-111.106482
2.791500	0.25	-111.118217
2.795667	0.25	-111.110463
2.799833	0.25	-111.083325
2.804000	0.25	-111.040952
2.808167	0.25	-110.973318
2.812333	0.25	-110.876090
2.816500	0.25	-110.729786
2.820667	0.25	-110.555453
2.824833	0.25	-110.329008
2.829000	0.25	-110.052767
2.833167	0.25	-109.721861
2.837333	0.25	-109.329521
2.841500	0.25	-108.886949
2.845667	0.25	-108.390892
2.849833	0.25	-107.827333
2.854000	0.25	-107.246851
2.858167	0.25	-106.609145
2.862333	0.25	-105.955859
2.866500	0.25	-105.275141
2.870667	0.25	-104.598987
2.874833	0.25	-103.940257
2.879000	0.25	-103.317958
2.883167	0.25	-102.722230
2.887333	0.25	-102.200505
2.891500	0.25	-101.741513
2.895667	0.25	-101.373310
2.899833	0.25	-101.077381
2.904000	0.25	-100.902679
2.908167	0.25	-100.830081
2.912333	0.25	-100.861777
2.916500	0.25	-100.985689
2.920667	0.25	-101.208747
2.924833	0.25	-101.503430
2.929000	0.25	-101.884999
2.933167	0.25	-102.333642
2.937333	0.25	-102.823531
2.941500	0.25	-103.342841
2.945667	0.25	-103.898369
2.949833	0.25	-104.446092
2.954000	0.25	-105.002168
2.958167	0.25	-105.540365
2.962333	0.25	-106.065338
2.966500	0.25	-106.547795
2.970667	0.25	-107.012378
2.974833	0.25	-107.439500
2.979000	0.25	-107.813961
2.983167	0.25	-108.163514
2.987333	0.25	-108.473213
2.991500	0.25	-108.748772
2.995667	0.25	-108.976013
2.999833	0.25	-109.179367
3.004000	0.25	-109.354127
3.008167	0.25	-109.499993
3.012333	0.25	-109.628003
3.016500	0.25	-109.739037
3.020667	0.25	-109.835553
3.024833	0.25	-109.910384
3.029000	0.25	-109.991102
3.033167	0.25	-110.059842
3.037333	0.25	-110.112718
3.041500	0.25	-110.162764
3.045667	0.25	-110.230421
3.049833	0.25	-110.282054
3.054000	0.25	-110.336961
3.058167	0.25	-110.403932
3.062333	0.25	-110.458069
3.066500	0.25	-110.516665
3.070667	0.25	-110.571343
3.074833	0.25	-110.639551
3.079000	0.25	-110.694234
3.083167	0.25	-110.760829
3.087333	0.25	-110.813817
3.091500	0.25	-110.871012
3.095667	0.25	-110.928812
3.099833	0.25	-110.984245
3.104000	0.25	-111.039751
3.108167	0.25	-111.098051
3.112333	0.25	-111.139986
3.116500	0.25	-111.178491
3.120667	0.25	-111.226698
3.124833	0.25	-111.266435
3.129000	0.25	-111.299333
3.133167	0.25	-111.337359
3.137333	0.25	-111.355508
3.141500	0.25	-111.380997
3.145667	0.25	-111.407035
3.149833	0.25	-111.423575
3.154000	0.25	-111.453929
3.158167	0.25	-111.471580
3.162333	0.25	-111.490132
3.166500	0.25	-111.506248
3.170667	0.25	-111.514344
3.174833	0.25	-111.523293
3.179000	0.25	-111.531781
3.183167	0.25	-111.539845
3.187333	0.25	-111.542600
3.191500	0.25	-111.547564
3.195667	0.25	-111.560616
3.199833	0.25	-111.566010
3.204000	0.25	-111.564181
3.208167	0.25	-111.576504
3.212333	0.25	-111.569487
3.216500	0.25	-111.582746
3.220667	0.25	-111.587072
3.224833	0.25	-111.582113
3.229000	0.25	-111.585793
3.233167	0.25	-111.584674
3.237333	0.25	-111.574329
3.241500	0.25	-111.584268
3.245667	0.25	-111.580083
3.249833	0.25	-111.574684
3.254000	0.25	-111.579307
3.258167	0.25	-111.587223
3.262333	0.25	-111.580912
3.266500	0.25	-111.584923
3.270667	0.25	-111.572181
3.274833	0.25	-111.579323
3.279000	0.25	-111.567447
3.283167	0.25	-111.569246
3.287333	0.25	-111.576581
3.291500	0.25	-111.576881
3.295667	0.25	-111.574003
3.299833	0.25	-111.571875
3.304000	0.25	-111.571918
3.308167	0.25	-111.568107
3.312333	0.25	-111.573264
3.316500	0.25	-111.569330
3.320667	0.25	-111.575060
3.324833	0.25	-111.576813
3.329000	0.25	-111.578715
3.333167	0.25	-111.577848
3.337333	0.25	-111.592465
3.341500	0.25	-111.591198
3.345667	0.25	-111.594949
3.349833	0.25	-111.601497
3.354000	0.25	-111.606574
3.358167	0.25	-111.607404
3.362333	0.25	-111.608429
3.366500	0.25	-111.611800
3.370667	0.25	-111.614693
3.374833	0.25	-111.613499
3.379000	0.25	-111.611899
3.383167	0.25	-111.619999
3.387333	0.25	-111.629227
3.391500	0.25	-111.635095
3.395667	0.25	-111.636649
3.399833	0.25	-111.631175
3.404000	0.25	-111.638887
3.408167	0.25	-111.638803
3.412333	0.25	-111.639724
3.416500	0.25	-111.645526
3.420667	0.25	-111.642462
3.424833	0.25	-111.653178
3.429000	0.25	-111.648436
3.433167	0.25	-111.647438
3.437333	0.25	-111.659634
3.441500	0.25	-111.652486
3.445667	0.25	-111.669285
3.449833	0.25	-111.662481
3.454000	0.25	-111.663279
3.458167	0.25	-111.667781
3.462333	0.25	-111.668763
3.466500	0.25	-111.671439
3.470667	0.25	-111.676934
3.474833	0.25	-111.678484
3.479000	0.25	-111.675574
3.483167	0.25	-111.678728
3.487333	0.25	-111.682267
3.491500	0.25	-111.682079
3.495667	0.25	-111.677430
3.499833	0.25	-111.678634
3.504000	0.25	-111.681413
3.508167	0.25	-111.676834
3.512333	0.25	-111.681714
3.516500	0.25	-111.682643
3.520667	0.25	-111.682690
3.524833	0.25	-111.680033
3.529000	0.25	-111.686310
3.533167	0.25	-111.675961
3.537333	0.25	-111.682791
3.541500	0.25	-111.689458
3.545667	0.25	-111.688286
3.549833	0.25	-111.683185
3.554000	0.25	-111.683503
3.558167	0.25	-111.694540
3.562333	0.25	-111.688774
3.566500	0.25	-111.686557
3.570667	0.25	-111.687858
3.574833	0.25	-111.688662
3.579000	0.25	-111.689032
3.583167	0.25	-111.687143
3.587333	0.25	-111.696887
