File Path	chrom://990-75db15j/XVault/Ultimate_3000/1384/EC23_044 - 30.11.23.seq/701.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	XVault
Injection	PLA_75
Injection Number	61
Position	RE12
Comment	
Processing Method	Basic Quantitative
Instrument Method	Jens Method 35
Type	Unknown
Status	Finished
Injection Date	02.12.2023
Injection Time	07:17:22
Injection Volume (µl)	1.000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.004000
Time Max. (min)	35.004000
Data Points	8401
Detector	UV
Generating Data System	Chromeleon 7.2.5.9507
Exporting Data System	Chromeleon 7.2.5.0
Operator	Instrument Controller
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-112.649066
Signal Max.	12.462138
Channel	UV_VIS_1
Driver Name	VWD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.25
Max. Step (s)	0.25
Average Step (s)	0.25

Signal Parameter Information:
Signal Info	WVL:280 nm

Chromatogram Data:
Time (min)	Step (s)	Value (mAU)
1.683167	0.25	-0.881269
1.687333	0.25	6.051137
1.691500	0.25	10.518390
1.695667	0.25	12.462138
1.699833	0.25	11.961278
1.704000	0.25	9.249878
1.708167	0.25	4.633911
1.712333	0.25	-1.512087
1.716500	0.25	-8.776738
1.720667	0.25	-16.771752
1.724833	0.25	-25.155046
1.729000	0.25	-33.602853
1.733167	0.25	-41.876702
1.737333	0.25	-49.797437
1.741500	0.25	-57.220625
1.745667	0.25	-64.041208
1.749833	0.25	-70.239624
1.754000	0.25	-75.785665
1.758167	0.25	-80.704354
1.762333	0.25	-85.005164
1.766500	0.25	-88.764431
1.770667	0.25	-92.018766
1.774833	0.25	-94.830752
1.779000	0.25	-97.251722
1.783167	0.25	-99.305397
1.787333	0.25	-101.083502
1.791500	0.25	-102.589533
1.795667	0.25	-103.871844
1.799833	0.25	-104.968658
1.804000	0.25	-105.900643
1.808167	0.25	-106.677652
1.812333	0.25	-107.332734
1.816500	0.25	-107.891222
1.820667	0.25	-108.359411
1.824833	0.25	-108.753374
1.829000	0.25	-109.094050
1.833167	0.25	-109.373905
1.837333	0.25	-109.611443
1.841500	0.25	-109.801927
1.845667	0.25	-109.977310
1.849833	0.25	-110.124132
1.854000	0.25	-110.259449
1.858167	0.25	-110.369684
1.862333	0.25	-110.475493
1.866500	0.25	-110.582239
1.870667	0.25	-110.665868
1.874833	0.25	-110.737266
1.879000	0.25	-110.819786
1.883167	0.25	-110.891197
1.887333	0.25	-110.968063
1.891500	0.25	-111.024071
1.895667	0.25	-111.071060
1.899833	0.25	-111.132175
1.904000	0.25	-111.177487
1.908167	0.25	-111.236984
1.912333	0.25	-111.273883
1.916500	0.25	-111.315303
1.920667	0.25	-111.358716
1.924833	0.25	-111.385120
1.929000	0.25	-111.424791
1.933167	0.25	-111.458606
1.937333	0.25	-111.492821
1.941500	0.25	-111.515606
1.945667	0.25	-111.540356
1.949833	0.25	-111.565697
1.954000	0.25	-111.575482
1.958167	0.25	-111.594632
1.962333	0.25	-111.620380
1.966500	0.25	-111.628188
1.970667	0.25	-111.644010
1.974833	0.25	-111.653519
1.979000	0.25	-111.659139
1.983167	0.25	-111.670446
1.987333	0.25	-111.682822
1.991500	0.25	-111.693629
1.995667	0.25	-111.700427
1.999833	0.25	-111.706601
2.004000	0.25	-111.708123
2.008167	0.25	-111.718555
2.012333	0.25	-111.716924
2.016500	0.25	-111.728201
2.020667	0.25	-111.739955
2.024833	0.25	-111.743010
2.029000	0.25	-111.748930
2.033167	0.25	-111.760445
2.037333	0.25	-111.765436
2.041500	0.25	-111.770352
2.045667	0.25	-111.772922
2.049833	0.25	-111.783576
2.054000	0.25	-111.790388
2.058167	0.25	-111.796177
2.062333	0.25	-111.795614
2.066500	0.25	-111.792188
2.070667	0.25	-111.801998
2.074833	0.25	-111.805225
2.079000	0.25	-111.798331
2.083167	0.25	-111.801359
2.087333	0.25	-111.809448
2.091500	0.25	-111.800294
2.095667	0.25	-111.795771
2.099833	0.25	-111.800945
2.104000	0.25	-111.787425
2.108167	0.25	-111.786718
2.112333	0.25	-111.780493
2.116500	0.25	-111.763973
2.120667	0.25	-111.762361
2.124833	0.25	-111.758376
2.129000	0.25	-111.747614
2.133167	0.25	-111.740460
2.137333	0.25	-111.732462
2.141500	0.25	-111.730580
2.145667	0.25	-111.726549
2.149833	0.25	-111.716439
2.154000	0.25	-111.721055
2.158167	0.25	-111.718874
2.162333	0.25	-111.717382
2.166500	0.25	-111.723396
2.170667	0.25	-111.718893
2.174833	0.25	-111.730339
2.179000	0.25	-111.738086
2.183167	0.25	-111.746019
2.187333	0.25	-111.743629
2.191500	0.25	-111.748471
2.195667	0.25	-111.760130
2.199833	0.25	-111.755871
2.204000	0.25	-111.769051
2.208167	0.25	-111.787150
2.212333	0.25	-111.786817
2.216500	0.25	-111.777142
2.220667	0.25	-111.790031
2.224833	0.25	-111.797997
2.229000	0.25	-111.805128
2.233167	0.25	-111.804117
2.237333	0.25	-111.803906
2.241500	0.25	-111.819753
2.245667	0.25	-111.812850
2.249833	0.25	-111.801601
2.254000	0.25	-111.804601
2.258167	0.25	-111.812872
2.262333	0.25	-111.812465
2.266500	0.25	-111.810059
2.270667	0.25	-111.809127
2.274833	0.25	-111.811516
2.279000	0.25	-111.804252
2.283167	0.25	-111.810514
2.287333	0.25	-111.810603
2.291500	0.25	-111.799719
2.295667	0.25	-111.802877
2.299833	0.25	-111.798771
2.304000	0.25	-111.801882
2.308167	0.25	-111.799382
2.312333	0.25	-111.800511
2.316500	0.25	-111.798619
2.320667	0.25	-111.797431
2.324833	0.25	-111.803196
2.329000	0.25	-111.796568
2.333167	0.25	-111.792947
2.337333	0.25	-111.789760
2.341500	0.25	-111.788167
2.345667	0.25	-111.790907
2.349833	0.25	-111.794975
2.354000	0.25	-111.792430
2.358167	0.25	-111.790967
2.362333	0.25	-111.784006
2.366500	0.25	-111.788370
2.370667	0.25	-111.781575
2.374833	0.25	-111.778337
2.379000	0.25	-111.781769
2.383167	0.25	-111.761047
2.387333	0.25	-111.768893
2.391500	0.25	-111.748667
2.395667	0.25	-111.736570
2.399833	0.25	-111.718068
2.404000	0.25	-111.682738
2.408167	0.25	-111.651398
2.412333	0.25	-111.615019
2.416500	0.25	-111.565468
2.420667	0.25	-111.512911
2.424833	0.25	-111.460189
2.429000	0.25	-111.399106
2.433167	0.25	-111.345806
2.437333	0.25	-111.279946
2.441500	0.25	-111.217015
2.445667	0.25	-111.170885
2.449833	0.25	-111.128245
2.454000	0.25	-111.099661
2.458167	0.25	-111.074433
2.462333	0.25	-111.054732
2.466500	0.25	-111.050358
2.470667	0.25	-111.071491
2.474833	0.25	-111.093224
2.479000	0.25	-111.125899
2.483167	0.25	-111.161700
2.487333	0.25	-111.198034
2.491500	0.25	-111.243067
2.495667	0.25	-111.282095
2.499833	0.25	-111.339353
2.504000	0.25	-111.391879
2.508167	0.25	-111.428073
2.512333	0.25	-111.457378
2.516500	0.25	-111.496582
2.520667	0.25	-111.532450
2.524833	0.25	-111.554325
2.529000	0.25	-111.577840
2.533167	0.25	-111.589568
2.537333	0.25	-111.600447
2.541500	0.25	-111.620313
2.545667	0.25	-111.628946
2.549833	0.25	-111.622909
2.554000	0.25	-111.631852
2.558167	0.25	-111.638136
2.562333	0.25	-111.643267
2.566500	0.25	-111.631107
2.570667	0.25	-111.630407
2.574833	0.25	-111.632611
2.579000	0.25	-111.638998
2.583167	0.25	-111.639443
2.587333	0.25	-111.632411
2.591500	0.25	-111.636794
2.595667	0.25	-111.635527
2.599833	0.25	-111.626873
2.604000	0.25	-111.624437
2.608167	0.25	-111.621398
2.612333	0.25	-111.612644
2.616500	0.25	-111.598243
2.620667	0.25	-111.587060
2.624833	0.25	-111.550454
2.629000	0.25	-111.538016
2.633167	0.25	-111.511965
2.637333	0.25	-111.465497
2.641500	0.25	-111.403450
2.645667	0.25	-111.335281
2.649833	0.25	-111.262293
2.654000	0.25	-111.178006
2.658167	0.25	-111.062396
2.662333	0.25	-110.945511
2.666500	0.25	-110.810130
2.670667	0.25	-110.664091
2.674833	0.25	-110.528027
2.679000	0.25	-110.358218
2.683167	0.25	-110.213920
2.687333	0.25	-110.062575
2.691500	0.25	-109.933014
2.695667	0.25	-109.812936
2.699833	0.25	-109.717027
2.704000	0.25	-109.634976
2.708167	0.25	-109.591719
2.712333	0.25	-109.552462
2.716500	0.25	-109.552484
2.720667	0.25	-109.575257
2.724833	0.25	-109.628596
2.729000	0.25	-109.704537
2.733167	0.25	-109.799221
2.737333	0.25	-109.908587
2.741500	0.25	-110.025917
2.745667	0.25	-110.161007
2.749833	0.25	-110.293874
2.754000	0.25	-110.421588
2.758167	0.25	-110.559609
2.762333	0.25	-110.690098
2.766500	0.25	-110.805837
2.770667	0.25	-110.907854
2.774833	0.25	-111.016543
2.779000	0.25	-111.099490
2.783167	0.25	-111.191745
2.787333	0.25	-111.257788
2.791500	0.25	-111.310737
2.795667	0.25	-111.360729
2.799833	0.25	-111.396374
2.804000	0.25	-111.417048
2.808167	0.25	-111.427562
2.812333	0.25	-111.423392
2.816500	0.25	-111.414806
2.820667	0.25	-111.392810
2.824833	0.25	-111.339596
2.829000	0.25	-111.264444
2.833167	0.25	-111.174821
2.837333	0.25	-111.035291
2.841500	0.25	-110.866418
2.845667	0.25	-110.660540
2.849833	0.25	-110.406132
2.854000	0.25	-110.094378
2.858167	0.25	-109.729389
2.862333	0.25	-109.324026
2.866500	0.25	-108.850045
2.870667	0.25	-108.340982
2.874833	0.25	-107.768400
2.879000	0.25	-107.176150
2.883167	0.25	-106.555778
2.887333	0.25	-105.923343
2.891500	0.25	-105.280724
2.895667	0.25	-104.647716
2.899833	0.25	-104.031010
2.904000	0.25	-103.448691
2.908167	0.25	-102.929580
2.912333	0.25	-102.478300
2.916500	0.25	-102.089696
2.920667	0.25	-101.788562
2.924833	0.25	-101.587309
2.929000	0.25	-101.473698
2.933167	0.25	-101.455152
2.937333	0.25	-101.552556
2.941500	0.25	-101.722168
2.945667	0.25	-101.971667
2.949833	0.25	-102.317384
2.954000	0.25	-102.711560
2.958167	0.25	-103.167351
2.962333	0.25	-103.648092
2.966500	0.25	-104.156574
2.970667	0.25	-104.691184
2.974833	0.25	-105.228827
2.979000	0.25	-105.750932
2.983167	0.25	-106.259529
2.987333	0.25	-106.751731
2.991500	0.25	-107.202457
2.995667	0.25	-107.626993
2.999833	0.25	-108.016421
3.004000	0.25	-108.374539
3.008167	0.25	-108.682397
3.012333	0.25	-108.974628
3.016500	0.25	-109.214277
3.020667	0.25	-109.428329
3.024833	0.25	-109.611920
3.029000	0.25	-109.771084
3.033167	0.25	-109.905617
3.037333	0.25	-110.014575
3.041500	0.25	-110.110330
3.045667	0.25	-110.198429
3.049833	0.25	-110.269043
3.054000	0.25	-110.321821
3.058167	0.25	-110.382348
3.062333	0.25	-110.434239
3.066500	0.25	-110.483288
3.070667	0.25	-110.529157
3.074833	0.25	-110.580587
3.079000	0.25	-110.636087
3.083167	0.25	-110.687359
3.087333	0.25	-110.738179
3.091500	0.25	-110.794344
3.095667	0.25	-110.837565
3.099833	0.25	-110.896327
3.104000	0.25	-110.956512
3.108167	0.25	-111.021907
3.112333	0.25	-111.072085
3.116500	0.25	-111.128413
3.120667	0.25	-111.191178
3.124833	0.25	-111.238580
3.129000	0.25	-111.291846
3.133167	0.25	-111.343664
3.137333	0.25	-111.393800
3.141500	0.25	-111.436595
3.145667	0.25	-111.474161
3.149833	0.25	-111.507187
3.154000	0.25	-111.544255
3.158167	0.25	-111.578867
3.162333	0.25	-111.599174
3.166500	0.25	-111.619550
3.170667	0.25	-111.644852
3.174833	0.25	-111.660338
3.179000	0.25	-111.694483
3.183167	0.25	-111.708860
3.187333	0.25	-111.720332
3.191500	0.25	-111.725045
3.195667	0.25	-111.750572
3.199833	0.25	-111.753961
3.204000	0.25	-111.773201
3.208167	0.25	-111.775235
3.212333	0.25	-111.794450
3.216500	0.25	-111.796236
3.220667	0.25	-111.806163
3.224833	0.25	-111.808574
3.229000	0.25	-111.812267
3.233167	0.25	-111.813432
3.237333	0.25	-111.825361
3.241500	0.25	-111.829603
3.245667	0.25	-111.822518
3.249833	0.25	-111.821040
3.254000	0.25	-111.822440
3.258167	0.25	-111.830699
3.262333	0.25	-111.838733
3.266500	0.25	-111.829222
3.270667	0.25	-111.831181
3.274833	0.25	-111.833202
3.279000	0.25	-111.831953
3.283167	0.25	-111.839918
3.287333	0.25	-111.831764
3.291500	0.25	-111.824376
3.295667	0.25	-111.822189
3.299833	0.25	-111.822482
3.304000	0.25	-111.836294
3.308167	0.25	-111.826790
3.312333	0.25	-111.828147
3.316500	0.25	-111.823850
3.320667	0.25	-111.827088
3.324833	0.25	-111.843180
3.329000	0.25	-111.833076
3.333167	0.25	-111.836014
3.337333	0.25	-111.836131
3.341500	0.25	-111.838090
3.345667	0.25	-111.838125
3.349833	0.25	-111.836850
3.354000	0.25	-111.845320
3.358167	0.25	-111.848861
3.362333	0.25	-111.848975
3.366500	0.25	-111.855473
3.370667	0.25	-111.852374
3.374833	0.25	-111.857506
3.379000	0.25	-111.862490
3.383167	0.25	-111.867977
3.387333	0.25	-111.868627
3.391500	0.25	-111.858188
3.395667	0.25	-111.862342
3.399833	0.25	-111.873006
3.404000	0.25	-111.869272
3.408167	0.25	-111.873716
3.412333	0.25	-111.876293
3.416500	0.25	-111.870788
3.420667	0.25	-111.884097
3.424833	0.25	-111.877982
3.429000	0.25	-111.881223
3.433167	0.25	-111.887138
3.437333	0.25	-111.885921
3.441500	0.25	-111.884322
3.445667	0.25	-111.885633
3.449833	0.25	-111.889828
3.454000	0.25	-111.888174
3.458167	0.25	-111.886429
3.462333	0.25	-111.892076
3.466500	0.25	-111.890793
3.470667	0.25	-111.888784
3.474833	0.25	-111.898230
3.479000	0.25	-111.900702
3.483167	0.25	-111.901474
3.487333	0.25	-111.898616
3.491500	0.25	-111.895024
3.495667	0.25	-111.894880
3.499833	0.25	-111.897643
3.504000	0.25	-111.907881
3.508167	0.25	-111.897132
3.512333	0.25	-111.911965
3.516500	0.25	-111.899638
3.520667	0.25	-111.893950
3.524833	0.25	-111.904919
3.529000	0.25	-111.904718
3.533167	0.25	-111.905228
3.537333	0.25	-111.909119
3.541500	0.25	-111.913196
3.545667	0.25	-111.898393
3.549833	0.25	-111.906824
3.554000	0.25	-111.914383
3.558167	0.25	-111.907976
3.562333	0.25	-111.905831
3.566500	0.25	-111.912740
3.570667	0.25	-111.913409
3.574833	0.25	-111.919304
3.579000	0.25	-111.915485
3.583167	0.25	-111.918249
3.587333	0.25	-111.917587
